worker_id,name,city,zone_id,registration_date,weeks_active,is_eligible,worker_type,platforms,n_platforms,hours_per_day,active_days_per_week,weekly_earnings_avg,loyalty_weeks,loyalty_discount,autopay_enabled,autopay_discount,multi_platform_score,hist_claim_count,zone_risk_score
W002140,Kiran Gupta,Delhi,Z0014,2024-11-22,57,True,part_time,Zomato,1,4.1,5,2057.76,8,0.08,False,0.0,0.292,5,0.377
W002141,Deepa Pillai,Hyderabad,Z0063,2024-11-05,60,True,full_time,Blinkit,1,8.3,5,3989.64,9,0.09,False,0.0,0.279,2,0.4175
W002142,Ravi Kumar,Kolkata,Z0081,2024-08-01,73,True,full_time,Swiggy,1,7.6,3,1257.3,7,0.07,True,0.05,0.272,5,0.4557
W002143,Pooja Mishra,Delhi,Z0013,2024-02-22,96,True,full_time,Zomato|Zepto,2,8.2,6,3808.45,2,0.02,True,0.05,0.496,4,0.4133
W002144,Kavitha Nair,Kolkata,Z0087,2025-08-31,17,True,super_active,Zomato,1,12.8,6,4557.37,17,0.15,True,0.05,0.274,0,0.4433
W002145,Vijay Das,Bengaluru,Z0049,2025-03-05,43,True,full_time,Zepto,1,8.5,6,3773.6,1,0.01,True,0.05,0.255,1,0.373
W002146,Divya Babu,Delhi,Z0020,2025-09-07,16,True,full_time,Amazon_Flex,1,7.1,6,2981.41,0,0.0,True,0.05,0.292,2,0.4737
W002147,Ganesh Murugan,Kolkata,Z0080,2025-06-03,30,True,full_time,Zomato|Zepto|Amazon_Flex,3,8.6,6,3872.32,10,0.1,False,0.0,0.672,0,0.4549
W002148,Manoj Iyer,Kolkata,Z0099,2025-11-09,7,True,full_time,Blinkit|Zepto,2,7.2,6,2756.32,3,0.03,True,0.05,0.409,0,0.75
W002149,Nisha Krishnan,Mumbai,Z0038,2025-08-22,18,True,full_time,Blinkit|Zepto|Amazon_Flex|Swiggy,4,7.3,7,6891.93,6,0.06,False,0.0,0.869,1,0.4735
W002150,Sunita Mehta,Mumbai,Z0044,2024-06-22,79,True,full_time,Zepto|Zomato|Blinkit,3,7.4,5,3959.57,1,0.01,False,0.0,0.63,4,0.3316
W002151,Arun Shah,Delhi,Z0016,2024-10-02,65,True,full_time,Blinkit|Zepto|Swiggy|Amazon_Flex,4,7.1,6,3617.26,0,0.0,True,0.05,0.897,3,0.3557
W002152,Priya Sharma,Bengaluru,Z0059,2025-09-21,14,True,full_time,Zomato,1,8.1,5,4359.28,0,0.0,False,0.0,0.227,0,0.3822
W002153,Anjali Verma,Delhi,Z0023,2025-01-06,51,True,part_time,Zepto,1,3.4,6,1886.94,12,0.12,True,0.05,0.264,3,0.4344
W002154,Pooja Mishra,Ahmedabad,Z0091,2025-02-10,46,True,full_time,Swiggy,1,7.1,4,2152.78,22,0.15,False,0.0,0.256,2,0.3129
W002155,Rohit Joshi,Bengaluru,Z0056,2024-02-06,99,True,super_active,Swiggy|Amazon_Flex,2,10.9,3,2294.56,39,0.15,True,0.05,0.452,4,0.3227
W002156,Nisha Krishnan,Hyderabad,Z0063,2025-12-14,2,True,super_active,Zomato|Blinkit|Amazon_Flex,3,12.7,6,6850.34,0,0.0,True,0.05,0.694,0,0.4175
W002157,Ramesh Sundar,Ahmedabad,Z0088,2024-04-09,90,True,full_time,Zepto,1,7.2,3,1115.63,9,0.09,True,0.05,0.205,2,0.3382
W002158,Ganesh Murugan,Hyderabad,Z0061,2025-08-06,21,True,full_time,Blinkit|Swiggy,2,7.3,5,2239.75,7,0.07,True,0.05,0.47,3,0.3633
W002159,Pooja Mishra,Chennai,Z0008,2025-05-17,32,True,full_time,Blinkit|Amazon_Flex,2,8.7,4,2151.21,3,0.03,True,0.05,0.492,1,0.5171
W002160,Divya Babu,Pune,Z0076,2025-03-10,42,True,full_time,Blinkit,1,7.3,7,3014.55,9,0.09,True,0.05,0.236,2,0.3509
W002161,Priya Sharma,Kolkata,Z0087,2025-02-24,44,True,part_time,Amazon_Flex|Zepto|Swiggy,3,3.9,5,1855.06,4,0.04,True,0.05,0.67,1,0.4433
W002162,Priya Sharma,Chennai,Z0004,2025-11-03,8,True,full_time,Zepto,1,7.4,6,4409.16,1,0.01,False,0.0,0.298,0,0.4164
W002163,Ramesh Sundar,Delhi,Z0017,2025-12-06,3,True,full_time,Amazon_Flex|Zepto,2,8.2,6,4247.13,2,0.02,True,0.05,0.493,0,0.4548
W002164,Rohit Joshi,Chennai,Z0004,2025-05-15,32,True,super_active,Amazon_Flex,1,12.9,5,5115.92,2,0.02,False,0.0,0.214,1,0.4164
W002165,Lakshmi Rao,Delhi,Z0013,2025-10-25,9,True,part_time,Blinkit|Amazon_Flex,2,4.5,5,2208.14,9,0.09,False,0.0,0.457,0,0.4133
W002166,Priya Sharma,Bengaluru,Z0053,2024-09-19,66,True,part_time,Amazon_Flex,1,4.8,3,1304.79,1,0.01,False,0.0,0.242,2,0.4124
W002167,Deepa Pillai,Kolkata,Z0085,2025-11-14,6,True,full_time,Swiggy|Zepto,2,7.2,5,2470.11,1,0.01,True,0.05,0.454,0,0.499
W002168,Ramesh Sundar,Kolkata,Z0083,2024-04-29,87,True,full_time,Amazon_Flex,1,7.3,7,4619.59,17,0.15,False,0.0,0.221,4,0.4231
W002169,Anjali Verma,Chennai,Z0011,2025-05-24,31,True,full_time,Zomato,1,7.8,7,5235.26,1,0.01,False,0.0,0.295,0,0.4109
W002170,Ravi Kumar,Delhi,Z0015,2025-05-04,34,True,full_time,Amazon_Flex|Swiggy,2,7.1,6,3432.7,0,0.0,True,0.05,0.482,2,0.3004
W002171,Arun Shah,Hyderabad,Z0069,2024-05-16,84,True,full_time,Amazon_Flex|Zomato,2,7.2,3,2149.78,2,0.02,False,0.0,0.476,4,0.3592
W002172,Kiran Gupta,Kolkata,Z0085,2024-04-07,90,True,full_time,Blinkit|Zepto,2,8.3,7,4186.87,7,0.07,False,0.0,0.491,3,0.499
W002173,Vijay Das,Chennai,Z0003,2024-03-16,93,True,super_active,Blinkit|Zomato,2,11.8,6,5570.44,4,0.04,True,0.05,0.452,9,0.3985
W002174,Rohit Joshi,Bengaluru,Z0049,2024-08-04,73,True,full_time,Zepto,1,8.1,5,3828.27,0,0.0,False,0.0,0.203,2,0.373
W002175,Pooja Mishra,Mumbai,Z0042,2025-08-03,21,True,full_time,Zepto|Zomato,2,8.1,7,6454.79,5,0.05,True,0.05,0.42,1,0.5489
W002176,Pooja Mishra,Delhi,Z0013,2025-10-31,8,True,full_time,Swiggy|Amazon_Flex,2,8.4,6,3796.76,6,0.06,False,0.0,0.459,0,0.4133
W002177,Kavitha Nair,Hyderabad,Z0065,2025-04-16,37,True,super_active,Amazon_Flex,1,11.4,3,2034.87,3,0.03,False,0.0,0.235,1,0.3346
W002178,Manoj Iyer,Kolkata,Z0079,2024-04-30,87,True,super_active,Amazon_Flex|Zepto|Swiggy,3,14.0,5,4675.2,2,0.02,True,0.05,0.609,6,0.3925
W002179,Nisha Krishnan,Hyderabad,Z0064,2024-12-12,54,True,full_time,Zomato,1,8.0,4,2089.42,8,0.08,True,0.05,0.262,1,0.3449
W002180,Kiran Gupta,Delhi,Z0028,2025-09-09,16,True,full_time,Amazon_Flex,1,7.3,7,5079.86,11,0.11,True,0.05,0.2,0,0.4656
W002181,Deepa Pillai,Chennai,Z0007,2024-08-08,72,True,full_time,Amazon_Flex|Blinkit,2,7.4,4,2871.8,2,0.02,False,0.0,0.454,5,0.4632
W002182,Vijay Das,Kolkata,Z0080,2024-09-07,68,True,full_time,Zomato|Zepto|Amazon_Flex,3,8.9,7,3805.07,1,0.01,True,0.05,0.687,3,0.4549
W002183,Sunita Mehta,Mumbai,Z0035,2024-06-25,79,True,part_time,Zomato|Blinkit,2,3.3,6,1909.6,8,0.08,False,0.0,0.481,4,0.4372
W002184,Arjun Singh,Delhi,Z0027,2025-10-22,10,True,part_time,Amazon_Flex,1,4.3,7,2585.65,10,0.1,True,0.05,0.212,1,0.4407
W002185,Ganesh Murugan,Kolkata,Z0084,2025-10-21,10,True,full_time,Amazon_Flex,1,7.6,5,2662.14,1,0.01,True,0.05,0.258,0,0.4442
W002186,Sunita Mehta,Delhi,Z0103,2025-04-06,38,True,super_active,Amazon_Flex,1,13.4,6,7482.2,17,0.15,False,0.0,0.294,1,0.5
W002187,Vijay Das,Kolkata,Z0085,2025-06-26,26,True,part_time,Zepto,1,3.7,6,1312.9,2,0.02,False,0.0,0.259,0,0.499
W002188,Nisha Krishnan,Delhi,Z0026,2024-03-23,92,True,full_time,Blinkit|Zepto|Swiggy|Amazon_Flex,4,7.8,4,3390.12,2,0.02,True,0.05,0.867,2,0.4921
W002189,Ganesh Murugan,Delhi,Z0024,2024-07-21,75,True,full_time,Zomato,1,7.7,3,2149.46,9,0.09,False,0.0,0.273,5,0.3698
W002190,Pooja Mishra,Delhi,Z0024,2024-09-26,65,True,part_time,Zepto,1,5.0,7,2676.79,1,0.01,False,0.0,0.225,1,0.3698
W002191,Nisha Krishnan,Delhi,Z0028,2024-10-16,63,True,full_time,Blinkit|Amazon_Flex|Zepto,3,7.5,7,5297.08,4,0.04,True,0.05,0.618,3,0.4656
W002192,Sunita Mehta,Bengaluru,Z0104,2025-11-11,7,True,super_active,Zepto,1,11.6,5,4805.94,1,0.01,True,0.05,0.205,2,0.5
W002193,Ganesh Murugan,Pune,Z0073,2025-03-17,41,True,part_time,Zomato,1,4.5,7,1824.21,0,0.0,True,0.05,0.25,2,0.244
W002194,Arun Shah,Delhi,Z0026,2024-11-04,60,True,part_time,Amazon_Flex,1,3.5,4,1359.75,0,0.0,True,0.05,0.212,3,0.4921
W002195,Suresh Reddy,Delhi,Z0019,2025-11-02,8,True,full_time,Swiggy,1,8.1,4,2272.35,3,0.03,True,0.05,0.238,0,0.3606
W002196,Vijay Das,Chennai,Z0096,2024-12-20,53,True,part_time,Amazon_Flex|Blinkit|Swiggy,3,3.4,6,1564.56,4,0.04,True,0.05,0.601,1,0.75
W002197,Sunita Mehta,Chennai,Z0009,2025-11-23,5,True,super_active,Swiggy,1,13.2,5,4214.16,2,0.02,True,0.05,0.267,1,0.4084
W002198,Kiran Gupta,Mumbai,Z0035,2025-09-17,15,True,super_active,Amazon_Flex|Swiggy,2,10.6,6,7262.83,1,0.01,False,0.0,0.458,0,0.4372
W002199,Rohit Joshi,Ahmedabad,Z0088,2024-03-01,95,True,full_time,Zepto|Swiggy,2,7.1,7,3800.25,19,0.15,True,0.05,0.44,4,0.3382
W002200,Manoj Iyer,Mumbai,Z0031,2024-12-19,53,True,full_time,Zomato|Swiggy,2,8.6,6,5011.23,0,0.0,False,0.0,0.419,2,0.452
W002201,Anjali Verma,Chennai,Z0004,2025-07-24,22,True,full_time,Swiggy,1,7.8,5,3445.83,13,0.13,True,0.05,0.282,1,0.4164
W002202,Sunita Mehta,Hyderabad,Z0060,2025-09-19,14,True,part_time,Blinkit|Zepto,2,4.4,5,2176.2,14,0.14,False,0.0,0.416,0,0.3518
W002203,Kavitha Nair,Kolkata,Z0083,2024-07-31,74,True,part_time,Zomato|Swiggy,2,3.8,5,1138.8,3,0.03,True,0.05,0.422,1,0.4231
W002204,Ravi Kumar,Mumbai,Z0035,2024-08-02,73,True,full_time,Swiggy,1,7.8,5,3811.41,0,0.0,False,0.0,0.23,3,0.4372
W002205,Nisha Krishnan,Mumbai,Z0034,2024-02-03,99,True,full_time,Amazon_Flex,1,7.2,7,5557.31,0,0.0,True,0.05,0.225,4,0.4701
W002206,Pooja Mishra,Delhi,Z0023,2025-01-15,50,True,super_active,Zomato,1,11.3,6,5396.05,15,0.15,True,0.05,0.285,2,0.4344
W002207,Arjun Singh,Chennai,Z0101,2024-08-06,73,True,super_active,Zomato|Zepto,2,12.6,6,4978.22,21,0.15,True,0.05,0.491,1,0.5
W002208,Anjali Verma,Mumbai,Z0041,2025-11-02,8,True,full_time,Zepto,1,8.8,6,5317.15,2,0.02,True,0.05,0.237,0,0.4673
W002209,Arjun Singh,Chennai,Z0009,2025-06-06,29,True,full_time,Blinkit|Amazon_Flex|Zepto,3,7.5,6,4325.86,4,0.04,True,0.05,0.68,2,0.4084
W002210,Deepa Pillai,Bengaluru,Z0051,2025-11-17,6,True,full_time,Swiggy,1,8.8,7,6011.98,6,0.06,False,0.0,0.249,0,0.3846
W002211,Ganesh Murugan,Delhi,Z0015,2024-04-12,89,True,full_time,Zepto,1,7.6,3,2144.96,19,0.15,True,0.05,0.282,2,0.3004
W002212,Ramesh Sundar,Delhi,Z0016,2025-01-28,48,True,super_active,Zepto,1,10.7,5,3995.98,0,0.0,True,0.05,0.247,0,0.3557
W002213,Arjun Singh,Bengaluru,Z0100,2025-10-26,9,True,part_time,Zepto|Amazon_Flex|Swiggy,3,4.6,4,1563.89,9,0.09,False,0.0,0.665,0,0.75
W002214,Meena Patel,Mumbai,Z0031,2025-11-14,6,True,full_time,Zepto,1,8.8,3,1949.32,6,0.06,False,0.0,0.206,0,0.452
W002215,Vijay Das,Kolkata,Z0099,2025-10-20,10,True,full_time,Amazon_Flex,1,8.0,5,2740.6,0,0.0,False,0.0,0.283,0,0.75
W002216,Deepa Pillai,Pune,Z0075,2024-09-04,69,True,full_time,Blinkit,1,8.0,4,2409.2,1,0.01,True,0.05,0.259,1,0.3153
W002217,Suresh Reddy,Bengaluru,Z0055,2025-04-13,37,True,full_time,Swiggy,1,8.4,5,3210.48,32,0.15,True,0.05,0.291,0,0.3774
W002218,Manoj Iyer,Delhi,Z0014,2024-07-21,75,True,super_active,Swiggy,1,11.7,7,8840.85,1,0.01,True,0.05,0.227,1,0.377
W002219,Kiran Gupta,Mumbai,Z0036,2025-11-21,5,True,part_time,Blinkit|Zepto,2,4.4,5,2233.09,5,0.05,False,0.0,0.444,0,0.5307
W002220,Pooja Mishra,Pune,Z0076,2024-07-17,76,True,part_time,Zomato,1,4.9,5,1840.99,4,0.04,False,0.0,0.206,1,0.3509
W002221,Meena Patel,Hyderabad,Z0069,2025-09-26,13,True,full_time,Amazon_Flex,1,7.0,5,3024.26,2,0.02,True,0.05,0.222,0,0.3592
W002222,Sunita Mehta,Mumbai,Z0041,2024-09-27,65,True,full_time,Zepto,1,8.7,6,3507.16,1,0.01,False,0.0,0.245,3,0.4673
W002223,Kiran Gupta,Hyderabad,Z0061,2025-03-29,39,True,full_time,Swiggy,1,7.8,6,3011.79,6,0.06,True,0.05,0.285,1,0.3633
W002224,Lakshmi Rao,Chennai,Z0101,2025-07-24,22,True,full_time,Swiggy,1,7.5,5,3181.53,3,0.03,True,0.05,0.224,2,0.5
W002225,Anjali Verma,Hyderabad,Z0061,2025-03-28,39,True,part_time,Amazon_Flex,1,3.0,6,1138.57,7,0.07,True,0.05,0.239,0,0.3633
W002226,Priya Sharma,Chennai,Z0003,2025-01-28,48,True,full_time,Zepto|Zomato,2,8.3,3,2214.85,0,0.0,True,0.05,0.468,3,0.3985
W002227,Kiran Gupta,Ahmedabad,Z0089,2024-09-14,67,True,full_time,Swiggy,1,8.3,5,2586.0,8,0.08,False,0.0,0.258,3,0.2755
W002228,Anjali Verma,Pune,Z0071,2024-04-25,87,True,full_time,Blinkit,1,7.3,6,3640.85,5,0.05,True,0.05,0.234,3,0.3685
W002229,Meena Patel,Kolkata,Z0082,2025-07-04,25,True,full_time,Amazon_Flex,1,8.2,4,2046.43,3,0.03,True,0.05,0.205,2,0.469
W002230,Rohit Joshi,Hyderabad,Z0069,2025-06-08,29,True,full_time,Swiggy|Blinkit,2,7.4,6,3407.77,15,0.15,False,0.0,0.457,2,0.3592
W002231,Kiran Gupta,Chennai,Z0002,2025-02-05,47,True,full_time,Blinkit,1,7.3,6,4162.74,14,0.14,False,0.0,0.296,1,0.3082
W002232,Deepa Pillai,Mumbai,Z0039,2025-06-12,28,True,full_time,Zomato,1,8.6,5,4839.24,0,0.0,False,0.0,0.299,2,0.5414
W002233,Kavitha Nair,Mumbai,Z0039,2024-06-22,79,True,super_active,Swiggy,1,11.1,4,3291.97,4,0.04,True,0.05,0.228,4,0.5414
W002234,Sunita Mehta,Bengaluru,Z0057,2025-10-31,8,True,full_time,Amazon_Flex,1,7.0,6,3848.84,8,0.08,False,0.0,0.224,0,0.3642
W002235,Arjun Singh,Mumbai,Z0102,2025-07-03,25,True,full_time,Zomato|Amazon_Flex,2,7.7,5,3929.36,8,0.08,False,0.0,0.409,0,0.5
W002236,Pooja Mishra,Bengaluru,Z0100,2025-07-31,21,True,full_time,Blinkit,1,8.5,7,5338.84,21,0.15,True,0.05,0.292,0,0.75
W002237,Sunita Mehta,Ahmedabad,Z0095,2024-08-11,72,True,super_active,Blinkit|Amazon_Flex,2,11.2,6,4816.58,5,0.05,True,0.05,0.481,5,0.2869
W002238,Kavitha Nair,Kolkata,Z0105,2024-02-22,96,True,full_time,Zomato,1,7.4,6,4077.86,20,0.15,False,0.0,0.284,2,0.5
W002239,Lakshmi Rao,Ahmedabad,Z0090,2024-10-18,62,True,full_time,Amazon_Flex|Zomato,2,8.9,6,4100.11,6,0.06,True,0.05,0.427,2,0.3766
W002240,Nisha Krishnan,Bengaluru,Z0054,2024-11-13,59,True,full_time,Zepto,1,8.6,5,2548.46,3,0.03,True,0.05,0.215,3,0.3261
W002241,Ravi Kumar,Ahmedabad,Z0095,2024-04-04,90,True,full_time,Amazon_Flex|Blinkit|Zepto,3,8.2,6,4110.9,3,0.03,False,0.0,0.684,7,0.2869
W002242,Suresh Reddy,Delhi,Z0098,2024-07-30,74,True,full_time,Zomato|Swiggy|Amazon_Flex|Blinkit,4,7.0,5,4493.5,6,0.06,True,0.05,0.89,4,0.75
W002243,Manoj Iyer,Chennai,Z0001,2024-08-27,70,True,full_time,Blinkit,1,8.5,6,3906.47,3,0.03,True,0.05,0.252,2,0.3464
W002244,Arjun Singh,Kolkata,Z0081,2024-12-27,52,True,full_time,Amazon_Flex|Zepto|Blinkit,3,7.7,4,2053.96,6,0.06,True,0.05,0.605,1,0.4557
W002245,Ganesh Murugan,Delhi,Z0015,2025-05-02,34,True,super_active,Swiggy|Zepto,2,12.4,6,5581.04,1,0.01,False,0.0,0.412,1,0.3004
W002246,Divya Babu,Ahmedabad,Z0092,2025-01-29,48,True,full_time,Swiggy,1,8.5,5,3441.56,2,0.02,False,0.0,0.21,0,0.2687
W002247,Vijay Das,Ahmedabad,Z0088,2025-04-12,37,True,full_time,Blinkit,1,7.2,6,2626.99,2,0.02,True,0.05,0.244,1,0.3382
W002248,Suresh Reddy,Bengaluru,Z0058,2025-01-01,52,True,full_time,Blinkit,1,7.7,5,3234.6,1,0.01,True,0.05,0.278,0,0.264
W002249,Ramesh Sundar,Mumbai,Z0034,2024-12-16,54,True,full_time,Swiggy,1,7.5,7,3823.73,3,0.03,False,0.0,0.3,4,0.4701
W002250,Manoj Iyer,Mumbai,Z0042,2025-06-25,27,True,full_time,Amazon_Flex,1,8.0,3,2383.73,5,0.05,False,0.0,0.267,1,0.5489
W002251,Lakshmi Rao,Chennai,Z0011,2024-05-28,83,True,part_time,Blinkit,1,5.0,6,2928.38,17,0.15,False,0.0,0.213,6,0.4109
W002252,Ramesh Sundar,Delhi,Z0024,2024-08-25,70,True,full_time,Blinkit|Zepto,2,8.3,4,2655.1,15,0.15,True,0.05,0.409,2,0.3698
W002253,Nisha Krishnan,Delhi,Z0029,2025-10-29,9,True,full_time,Zomato|Zepto,2,8.0,7,4887.01,0,0.0,True,0.05,0.423,0,0.4182
W002254,Arjun Singh,Kolkata,Z0083,2025-07-20,23,True,full_time,Zepto|Swiggy,2,7.9,3,1543.36,4,0.04,True,0.05,0.409,0,0.4231
W002255,Kiran Gupta,Hyderabad,Z0060,2024-04-13,89,True,full_time,Swiggy,1,8.4,5,2990.07,18,0.15,False,0.0,0.262,4,0.3518
W002256,Divya Babu,Ahmedabad,Z0090,2024-08-29,69,True,super_active,Swiggy|Zomato|Zepto,3,13.7,7,6425.45,13,0.13,True,0.05,0.646,1,0.3766
W002257,Kiran Gupta,Bengaluru,Z0055,2024-07-08,77,True,full_time,Zepto,1,7.5,5,2567.99,0,0.0,False,0.0,0.27,2,0.3774
W002258,Lakshmi Rao,Delhi,Z0020,2024-10-21,62,True,full_time,Zomato,1,8.5,5,4079.61,10,0.1,True,0.05,0.297,4,0.4737
W002259,Ganesh Murugan,Delhi,Z0022,2025-05-03,34,True,full_time,Zepto|Zomato|Blinkit,3,7.8,6,4957.7,5,0.05,False,0.0,0.674,1,0.4275
W002260,Pooja Mishra,Bengaluru,Z0056,2025-03-11,42,True,super_active,Blinkit,1,10.7,7,5986.61,4,0.04,True,0.05,0.273,2,0.3227
W002261,Manoj Iyer,Delhi,Z0016,2025-04-14,37,True,full_time,Swiggy,1,8.3,4,3601.01,8,0.08,False,0.0,0.218,0,0.3557
W002262,Anjali Verma,Delhi,Z0025,2024-03-29,91,True,part_time,Amazon_Flex,1,4.2,4,1595.59,3,0.03,True,0.05,0.225,6,0.5137
W002263,Suresh Reddy,Chennai,Z0096,2024-11-20,58,True,full_time,Blinkit|Zepto,2,7.9,6,3736.16,0,0.0,False,0.0,0.436,3,0.75
W002264,Divya Babu,Bengaluru,Z0056,2025-09-02,17,True,full_time,Swiggy,1,7.2,5,3530.99,0,0.0,True,0.05,0.294,2,0.3227
W002265,Sunita Mehta,Delhi,Z0028,2024-08-27,70,True,super_active,Amazon_Flex|Swiggy,2,10.7,5,4172.93,4,0.04,False,0.0,0.487,2,0.4656
W002266,Suresh Reddy,Delhi,Z0024,2024-02-17,97,True,full_time,Blinkit,1,8.8,4,2613.71,3,0.03,True,0.05,0.208,6,0.3698
W002267,Divya Babu,Chennai,Z0004,2024-07-10,77,True,full_time,Amazon_Flex|Zepto|Zomato,3,7.7,4,3547.13,2,0.02,False,0.0,0.61,3,0.4164
W002268,Lakshmi Rao,Bengaluru,Z0058,2024-12-04,56,True,full_time,Swiggy,1,8.3,4,3314.21,7,0.07,False,0.0,0.205,5,0.264
W002269,Arjun Singh,Pune,Z0075,2024-06-17,80,True,super_active,Blinkit,1,11.3,6,4977.26,4,0.04,False,0.0,0.217,2,0.3153
W002270,Suresh Reddy,Chennai,Z0002,2025-02-21,44,True,full_time,Blinkit,1,8.7,5,3150.76,0,0.0,True,0.05,0.242,1,0.3082
W002271,Manoj Iyer,Mumbai,Z0042,2025-11-18,6,True,full_time,Blinkit,1,7.3,7,4146.11,3,0.03,True,0.05,0.29,0,0.5489
W002272,Sunita Mehta,Ahmedabad,Z0092,2024-09-05,68,True,full_time,Blinkit,1,7.1,6,3324.32,0,0.0,True,0.05,0.293,2,0.2687
W002273,Kiran Gupta,Ahmedabad,Z0095,2024-05-07,86,True,full_time,Zepto,1,8.7,5,3140.89,3,0.03,True,0.05,0.259,5,0.2869
W002274,Nisha Krishnan,Chennai,Z0010,2024-05-29,83,True,full_time,Zomato,1,8.3,5,3115.34,2,0.02,True,0.05,0.201,2,0.4639
W002275,Pooja Mishra,Chennai,Z0008,2025-08-27,18,True,full_time,Zomato|Amazon_Flex|Zepto,3,8.3,7,4483.72,1,0.01,False,0.0,0.649,1,0.5171
W002276,Divya Babu,Bengaluru,Z0046,2025-08-04,21,True,part_time,Zepto,1,3.5,6,2168.76,0,0.0,True,0.05,0.293,1,0.3337
W002277,Ravi Kumar,Ahmedabad,Z0091,2024-01-03,104,True,full_time,Zomato,1,8.9,5,3397.23,3,0.03,False,0.0,0.202,3,0.3129
W002278,Rohit Joshi,Mumbai,Z0033,2025-03-17,41,True,part_time,Zepto|Blinkit|Swiggy,3,4.0,4,2048.05,0,0.0,True,0.05,0.632,2,0.608
W002279,Suresh Reddy,Kolkata,Z0086,2024-02-07,99,True,full_time,Amazon_Flex,1,7.4,4,2678.74,3,0.03,True,0.05,0.209,6,0.4704
W002280,Kiran Gupta,Pune,Z0072,2024-05-24,83,True,full_time,Zomato|Swiggy,2,8.3,5,4237.31,7,0.07,True,0.05,0.464,3,0.2807
W002281,Pooja Mishra,Delhi,Z0022,2025-08-19,19,True,full_time,Zepto,1,7.8,3,2616.17,2,0.02,True,0.05,0.255,2,0.4275
W002282,Arjun Singh,Mumbai,Z0044,2025-04-16,37,True,full_time,Blinkit|Swiggy,2,7.4,5,3017.38,5,0.05,False,0.0,0.444,1,0.3316
W002283,Sunita Mehta,Mumbai,Z0041,2025-04-27,35,True,part_time,Zepto,1,3.1,5,1717.16,1,0.01,False,0.0,0.27,1,0.4673
W002284,Meena Patel,Delhi,Z0019,2024-08-01,73,True,super_active,Amazon_Flex,1,12.1,5,4357.62,8,0.08,True,0.05,0.299,0,0.3606
W002285,Suresh Reddy,Mumbai,Z0041,2025-08-01,21,True,full_time,Zomato,1,7.9,3,2304.56,12,0.12,False,0.0,0.213,1,0.4673
W002286,Sunita Mehta,Hyderabad,Z0064,2024-11-15,58,True,full_time,Amazon_Flex|Zepto,2,7.1,6,3934.83,8,0.08,True,0.05,0.449,2,0.3449
W002287,Divya Babu,Mumbai,Z0037,2025-03-02,43,True,full_time,Amazon_Flex,1,7.9,7,5243.25,6,0.06,True,0.05,0.203,1,0.5036
W002288,Sunita Mehta,Delhi,Z0098,2025-04-04,38,True,full_time,Amazon_Flex|Zepto,2,8.9,7,4403.56,9,0.09,True,0.05,0.419,3,0.75
W002289,Nisha Krishnan,Delhi,Z0022,2025-09-02,17,True,full_time,Amazon_Flex|Blinkit|Zomato,3,8.4,5,3287.28,5,0.05,False,0.0,0.655,1,0.4275
W002290,Priya Sharma,Kolkata,Z0085,2025-09-15,15,True,full_time,Blinkit,1,8.7,5,2988.94,15,0.15,False,0.0,0.238,0,0.499
W002291,Priya Sharma,Delhi,Z0025,2024-04-12,89,True,super_active,Swiggy,1,13.3,5,6546.02,0,0.0,True,0.05,0.264,4,0.5137
W002292,Kiran Gupta,Delhi,Z0030,2024-04-08,90,True,full_time,Swiggy|Zomato|Zepto,3,7.4,5,3856.59,2,0.02,True,0.05,0.662,3,0.4862
W002293,Sunita Mehta,Delhi,Z0021,2025-01-07,51,True,part_time,Blinkit,1,4.5,6,2731.02,6,0.06,False,0.0,0.232,5,0.4475
W002294,Priya Sharma,Delhi,Z0015,2024-02-16,97,True,full_time,Blinkit,1,7.5,4,2240.28,28,0.15,True,0.05,0.289,3,0.3004
W002295,Pooja Mishra,Bengaluru,Z0057,2024-01-15,102,True,full_time,Amazon_Flex|Blinkit|Swiggy,3,7.0,7,5428.61,0,0.0,True,0.05,0.628,1,0.3642
W002296,Meena Patel,Delhi,Z0015,2024-06-28,78,True,full_time,Swiggy,1,8.6,7,5116.57,12,0.12,True,0.05,0.244,3,0.3004
W002297,Anjali Verma,Mumbai,Z0045,2024-02-02,99,True,full_time,Zomato|Swiggy,2,7.2,4,3276.47,10,0.1,False,0.0,0.442,8,0.652
W002298,Ramesh Sundar,Delhi,Z0024,2025-10-22,10,True,full_time,Swiggy|Amazon_Flex,2,7.8,5,3331.47,10,0.1,True,0.05,0.401,0,0.3698
W002299,Ramesh Sundar,Kolkata,Z0085,2024-02-16,97,True,full_time,Zepto|Swiggy,2,7.5,5,2121.51,18,0.15,False,0.0,0.421,4,0.499
W002300,Sunita Mehta,Chennai,Z0001,2025-06-06,29,True,full_time,Zepto|Swiggy,2,8.3,4,3272.94,13,0.13,False,0.0,0.477,2,0.3464
W002301,Pooja Mishra,Chennai,Z0010,2025-04-01,39,True,part_time,Swiggy,1,3.8,5,1727.24,0,0.0,False,0.0,0.267,2,0.4639
W002302,Vijay Das,Kolkata,Z0087,2024-02-02,99,True,full_time,Zomato,1,7.9,5,2233.46,2,0.02,True,0.05,0.208,4,0.4433
W002303,Rohit Joshi,Chennai,Z0004,2025-01-24,48,True,full_time,Amazon_Flex|Zomato,2,8.9,4,3629.0,24,0.15,False,0.0,0.409,3,0.4164
